date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_mean,surface_pressure_mean,windspeed_10m_max,precipitation_sum
2024-06-12,31.5,24.5,27.6,83,1010.3,17.9,0.9
2024-06-13,31.4,24.4,27.2,84,1009.5,15.5,3.6
2024-06-14,31.3,24.3,27.5,80,1008.3,17.3,0.0
2024-06-15,30.7,24.3,27.5,81,1008.8,16.7,0.0
2024-06-16,30.7,25.6,28.0,79,1008.8,17.9,2.4
2024-06-17,30.4,24.5,27.3,81,1007.0,15.6,1.6
2024-06-18,30.2,24.2,25.9,86,1006.2,11.5,6.3
2024-06-19,30.5,23.0,25.8,87,1007.4,12.9,5.4
2024-06-20,30.5,23.0,25.8,87,1009.5,14.1,6.5
2024-06-21,31.7,24.4,26.6,83,1009.5,19.5,6.0
2024-06-22,29.8,24.2,26.0,86,1009.2,14.0,15.9
2024-06-23,30.4,23.3,26.6,85,1008.8,12.9,1.3
2024-06-24,31.0,23.3,26.6,86,1009.5,17.3,10.0
2024-06-25,32.1,23.8,27.6,81,1010.0,16.0,0.2
2024-06-26,30.5,24.1,27.3,85,1009.8,18.8,5.0
2024-06-27,30.9,24.1,27.3,86,1009.2,14.7,1.7
2024-06-28,31.4,24.4,26.7,85,1009.5,15.8,6.8
2024-06-29,31.4,23.8,26.2,84,1010.9,15.3,5.0
2024-06-30,31.1,23.2,26.4,85,1010.7,15.6,9.2
2024-07-01,32.9,24.4,28.0,79,1009.1,18.5,0.4
2024-07-02,29.3,23.7,25.9,87,1009.1,19.4,22.7
2024-07-03,32.7,22.6,27.1,81,1008.9,13.3,10.4
2024-07-04,32.7,24.3,26.6,84,1007.0,17.4,15.3
2024-07-05,28.0,23.8,25.8,90,1007.5,13.6,18.4
2024-07-06,30.0,24.5,27.2,84,1010.6,17.5,2.2
2024-07-07,31.2,23.9,27.8,82,1011.3,11.5,0.1
2024-07-08,30.6,24.3,26.4,85,1010.6,16.9,6.0
2024-07-09,32.1,24.1,27.3,83,1009.5,13.0,1.4
2024-07-10,30.0,24.2,26.2,87,1008.6,15.1,9.6
2024-07-11,30.9,23.6,26.4,85,1009.1,12.4,4.5
2024-07-12,31.9,23.5,27.0,82,1012.0,14.9,2.4
2024-07-13,30.8,24.0,26.7,86,1012.4,16.8,8.8
2024-07-14,33.0,24.1,27.4,85,1011.0,15.7,2.4
2024-07-15,31.7,22.9,26.2,84,1009.9,16.7,1.4
2024-07-16,30.3,22.5,26.4,80,1009.7,12.5,1.1
2024-07-17,30.5,23.3,26.3,85,1010.9,11.7,1.9
2024-07-18,31.0,24.5,27.2,85,1011.2,13.0,5.1
2024-07-19,29.3,24.6,26.3,86,1011.3,16.5,8.7
2024-07-20,28.3,23.0,25.5,90,1012.0,15.6,30.8
2024-07-21,32.6,24.5,28.0,77,1010.5,19.7,0.7
2024-07-22,31.7,24.4,26.5,83,1009.9,17.3,9.8
2024-07-23,31.3,23.2,26.1,85,1011.9,12.3,5.0
2024-07-24,31.1,23.3,26.6,81,1013.3,12.3,1.7
2024-07-25,30.5,22.9,26.5,84,1012.7,13.5,2.9
2024-07-26,32.1,24.8,27.9,81,1011.0,14.8,0.2
2024-07-27,31.3,25.1,27.5,84,1010.5,14.8,2.1
2024-07-28,31.6,24.5,27.4,82,1010.9,13.9,1.3
2024-07-29,31.2,24.2,26.9,82,1011.0,11.3,1.9
2024-07-30,29.8,24.1,26.3,85,1010.6,15.0,4.7
2024-07-31,32.6,23.3,27.2,79,1010.1,17.0,2.0
2024-08-01,28.1,23.9,25.2,91,1009.2,22.0,18.5
2024-08-02,30.2,23.2,26.1,88,1010.0,14.6,5.5
2024-08-03,31.7,23.4,26.5,85,1009.7,14.1,10.4
2024-08-04,31.7,24.2,27.0,83,1010.3,14.3,1.8
2024-08-05,33.4,24.0,28.0,79,1010.5,15.9,1.7
2024-08-06,32.0,24.8,27.8,81,1009.2,13.8,1.9
2024-08-07,30.5,23.9,26.9,84,1007.5,17.2,0.7
2024-08-08,30.9,23.8,26.9,84,1008.0,14.4,5.4
2024-08-09,31.7,23.9,26.7,84,1009.4,13.6,5.1
2024-08-10,33.2,23.6,27.7,78,1010.0,17.8,0.2
2024-08-11,31.8,24.1,27.1,82,1009.6,14.0,8.5
2024-08-12,31.4,23.4,27.1,84,1010.0,12.6,6.5
2024-08-13,33.2,24.7,28.4,74,1007.8,21.0,0.2
2024-08-14,31.6,24.5,27.0,82,1004.7,25.8,11.9
2024-08-15,30.2,25.8,27.9,84,1007.6,19.2,1.6
2024-08-16,30.7,25.8,28.2,83,1008.6,15.3,2.1
2024-08-17,31.1,23.8,27.5,85,1008.5,12.6,0.0
2024-08-18,30.5,24.6,27.5,86,1009.2,13.2,3.1
2024-08-19,31.9,24.2,27.9,83,1010.2,13.3,0.6
2024-08-20,32.4,24.8,27.8,81,1010.5,13.4,4.7
2024-08-21,32.1,24.2,27.2,79,1009.6,21.1,5.6
2024-08-22,31.3,23.6,27.1,82,1008.5,19.1,5.2
2024-08-23,31.1,24.3,26.8,85,1009.0,16.5,11.8
2024-08-24,31.9,23.7,27.2,79,1008.7,15.9,3.2
2024-08-25,30.6,23.3,26.7,79,1009.3,13.6,2.4
2024-08-26,30.9,23.4,27.0,81,1010.0,14.5,2.2
2024-08-27,32.2,23.5,27.3,79,1010.0,13.7,0.0
2024-08-28,32.0,24.2,27.5,79,1009.8,12.7,4.1
2024-08-29,30.5,23.9,26.5,87,1010.0,13.4,9.3
2024-08-30,31.2,24.2,26.4,85,1009.6,16.2,7.2
2024-08-31,31.1,24.1,26.3,86,1008.4,14.4,5.5
2024-09-01,30.4,22.6,26.3,85,1008.2,14.3,7.6
2024-09-02,30.9,23.6,26.6,86,1008.0,16.7,10.5
2024-09-03,29.1,23.4,25.2,90,1008.3,15.6,21.5
2024-09-04,31.2,23.5,26.7,85,1008.7,13.4,6.8
2024-09-05,31.5,24.1,26.9,81,1007.8,16.0,1.1
2024-09-06,31.2,23.6,26.5,84,1006.1,12.2,3.7
2024-09-07,31.4,23.7,26.9,84,1005.3,14.0,1.1
2024-09-08,31.1,24.5,26.9,86,1006.7,13.5,7.1
2024-09-09,30.7,23.9,26.0,88,1008.0,14.5,8.2
2024-09-10,32.3,23.8,26.4,87,1006.3,16.1,10.4
2024-09-11,29.8,23.4,26.2,88,1005.3,16.0,3.7
2024-09-12,31.2,23.7,27.3,84,1005.9,14.2,0.0
2024-09-13,29.8,24.2,27.0,88,1006.9,16.7,10.9
2024-09-14,30.3,24.4,27.5,87,1006.6,12.1,0.7
2024-09-15,30.1,24.7,27.7,86,1007.1,16.2,1.6
2024-09-16,30.9,23.6,27.6,85,1007.8,16.2,13.3
2024-09-17,32.0,23.9,27.3,81,1007.7,16.5,0.1
2024-09-18,32.2,24.0,27.6,82,1006.6,13.5,0.2
2024-09-19,30.2,25.1,27.2,87,1005.1,12.3,3.4
2024-09-20,30.6,23.6,27.2,87,1004.2,13.9,0.0
2024-09-21,31.1,24.5,27.5,85,1004.9,15.6,0.1
2024-09-22,31.5,23.6,27.3,83,1005.1,14.5,0.0
2024-09-23,30.7,22.7,27.1,82,1006.0,13.8,0.1
2024-09-24,31.6,25.0,28.0,82,1007.0,15.3,0.3
2024-09-25,32.4,24.3,27.4,83,1007.2,15.0,2.3
2024-09-26,31.4,23.6,26.9,83,1007.5,9.4,2.4
2024-09-27,29.9,22.5,25.7,88,1007.6,14.3,18.4
2024-09-28,30.7,22.9,26.5,87,1007.3,14.8,6.6
2024-09-29,30.8,24.2,26.6,86,1007.0,11.4,0.5
2024-09-30,31.6,22.6,26.6,83,1007.5,12.0,3.1
2024-10-01,31.9,23.8,27.5,79,1006.3,10.8,0.4
2024-10-02,31.4,23.5,27.3,80,1005.5,13.4,0.0
2024-10-03,33.6,23.5,27.3,76,1005.8,17.3,0.1
2024-10-04,32.7,24.0,27.4,78,1006.1,13.6,1.1
2024-10-05,32.6,23.8,27.4,78,1005.4,19.3,6.3
2024-10-06,31.2,23.0,26.6,83,1005.3,13.5,14.6
2024-10-07,30.2,23.2,27.0,84,1004.2,15.8,1.7
2024-10-08,30.4,25.7,28.0,80,1004.5,18.6,1.1
2024-10-09,30.1,25.4,28.0,81,1006.9,20.5,1.4
2024-10-10,30.8,26.0,28.0,83,1007.5,19.5,2.6
2024-10-11,31.3,25.4,28.4,80,1007.6,14.2,1.7
2024-10-12,31.1,24.8,27.6,82,1008.2,14.9,0.8
2024-10-13,31.7,23.7,27.5,81,1010.0,12.9,0.1
2024-10-14,31.6,24.2,27.7,79,1010.8,14.5,0.3
2024-10-15,30.6,23.9,26.1,85,1009.5,12.4,9.8
2024-10-16,30.4,22.7,26.3,83,1008.6,12.4,0.0
2024-10-17,30.9,23.3,26.8,82,1007.6,12.7,3.6
2024-10-18,32.5,24.2,27.4,80,1007.8,13.1,0.9
2024-10-19,31.6,24.5,27.4,83,1006.6,14.9,0.2
2024-10-20,31.1,24.1,27.6,84,1005.4,13.4,0.4
2024-10-21,31.4,25.0,28.0,80,1004.9,17.7,3.5
2024-10-22,28.7,24.8,26.6,87,1006.4,19.5,11.9
2024-10-23,30.4,25.2,27.8,83,1006.6,16.2,0.4
2024-10-24,30.4,23.9,27.4,84,1007.0,9.7,2.3
2024-10-25,32.4,23.7,27.5,81,1008.7,12.7,1.9
2024-10-26,31.7,23.9,26.8,83,1008.9,15.5,4.0
2024-10-27,31.9,23.8,26.6,82,1007.9,15.3,6.1
2024-10-28,31.2,23.6,25.9,88,1007.9,18.7,11.8
2024-10-29,30.3,24.0,26.0,86,1008.4,15.2,3.9
2024-10-30,29.8,22.1,24.4,89,1008.3,17.4,28.1
2024-10-31,27.5,21.6,23.7,85,1005.9,23.3,4.9
2024-11-01,28.0,21.5,23.9,87,1005.0,21.3,1.4
2024-11-02,29.2,22.2,24.8,85,1003.7,18.3,1.6
2024-11-03,27.7,21.2,24.8,88,1003.8,17.9,7.1
2024-11-04,28.3,23.3,24.7,91,1006.0,20.6,28.1
2024-11-05,28.2,22.7,25.1,92,1007.6,14.1,13.3
2024-11-06,29.1,22.2,25.4,86,1007.6,18.5,12.9
2024-11-07,31.0,22.8,24.9,85,1005.8,18.6,5.4
2024-11-08,29.8,22.0,25.3,85,1004.2,20.4,2.1
2024-11-09,28.1,23.1,25.3,90,1005.1,10.4,6.3
2024-11-10,27.7,23.4,24.7,92,1006.1,21.1,20.1
2024-11-11,26.8,22.6,24.2,93,1005.9,14.7,55.7
2024-11-12,28.9,23.5,25.9,87,1005.9,12.8,13.2
2024-11-13,29.8,23.6,26.6,86,1004.7,9.4,0.2
2024-11-14,28.7,23.1,25.2,90,1003.9,11.6,11.9
2024-11-15,29.3,22.7,25.2,87,1003.7,14.2,2.2
2024-11-16,30.5,22.3,25.7,85,1004.1,12.3,0.7
2024-11-17,28.9,22.7,25.1,81,1006.3,17.7,0.3
2024-11-18,28.3,21.3,24.0,77,1007.1,15.2,0.0
2024-11-19,29.2,20.1,24.0,73,1007.2,11.9,0.0
2024-11-20,29.4,20.4,24.5,79,1007.1,11.2,0.0
2024-11-21,28.7,21.5,24.7,80,1006.3,10.2,0.0
2024-11-22,28.8,20.5,24.8,85,1006.4,10.9,0.0
2024-11-23,27.4,22.5,24.2,92,1008.2,11.6,20.2
2024-11-24,28.6,22.9,24.7,89,1010.0,15.4,6.1
2024-11-25,29.3,23.0,25.1,89,1010.5,14.8,8.9
2024-11-26,27.2,23.1,24.4,93,1008.9,9.2,4.3
2024-11-27,27.5,22.7,24.4,91,1006.8,10.6,8.2
2024-11-28,28.5,22.7,25.4,87,1006.9,12.0,0.5
2024-11-29,28.7,22.4,25.3,89,1008.0,10.4,1.7
2024-11-30,29.6,22.8,25.7,89,1008.7,9.7,1.8
2024-12-01,29.3,23.1,25.8,84,1008.8,10.5,0.1
2024-12-02,29.6,21.8,25.3,86,1009.4,12.6,0.3
2024-12-03,30.3,22.9,25.6,83,1010.0,16.0,0.2
2024-12-04,29.1,22.8,24.9,87,1010.1,16.7,18.5
2024-12-05,29.2,22.4,25.2,84,1009.9,14.7,0.3
2024-12-06,28.9,22.3,24.7,86,1009.8,13.2,15.4
2024-12-07,30.0,21.4,24.9,78,1009.9,13.4,0.0
2024-12-08,30.4,22.1,25.1,80,1010.1,16.2,6.9
2024-12-09,28.1,22.2,24.1,88,1010.3,16.6,5.5
2024-12-10,29.0,22.1,24.2,88,1009.8,14.6,1.8
2024-12-11,28.7,21.6,24.3,82,1010.3,13.3,1.8
2024-12-12,28.4,21.2,24.1,79,1009.8,17.5,0.3
2024-12-13,27.3,20.9,23.6,74,1008.3,26.0,0.0
2024-12-14,28.4,22.1,24.5,80,1005.4,21.4,6.5
2024-12-15,27.1,21.3,23.7,91,1006.3,10.3,10.1
2024-12-16,28.3,21.7,24.3,87,1007.8,12.3,4.9
2024-12-17,28.6,21.2,24.1,84,1010.2,17.9,1.4
2024-12-18,28.0,21.6,23.5,90,1010.8,13.5,18.5
2024-12-19,29.0,21.7,24.5,86,1010.0,11.5,4.2
2024-12-20,27.5,21.7,23.8,92,1008.6,9.9,48.2
2024-12-21,28.7,22.4,24.7,88,1007.8,12.9,22.0
2024-12-22,28.1,22.2,24.1,88,1009.9,15.9,5.1
2024-12-23,28.2,22.2,24.0,90,1011.4,17.0,6.4
2024-12-24,27.6,22.0,23.9,90,1011.0,15.0,5.7
2024-12-25,28.8,21.9,24.5,87,1009.4,13.6,0.9
2024-12-26,28.7,22.6,24.9,84,1008.7,17.9,1.3
2024-12-27,28.9,22.0,24.7,85,1008.5,14.6,1.9
2024-12-28,28.2,22.0,24.2,81,1009.8,19.0,2.1
2024-12-29,26.9,20.3,23.1,75,1010.2,15.9,0.0
2024-12-30,27.5,18.9,22.7,77,1008.6,10.1,0.0
2024-12-31,28.1,20.1,23.4,79,1008.3,12.9,0.0
