date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_mean,surface_pressure_mean,windspeed_10m_max,precipitation_sum
2015-01-01,28.4,20.9,24.3,77,1013.4,11.5,0.0
2015-01-02,28.8,21.6,24.6,76,1014.8,14.9,0.6
2015-01-03,28.5,21.2,24.2,76,1015.1,19.8,1.2
2015-01-04,29.3,21.3,24.6,73,1015.4,18.0,0.0
2015-01-05,29.3,21.2,24.5,71,1015.9,15.5,0.0
2015-01-06,27.1,21.5,23.6,77,1014.9,14.6,1.9
2015-01-07,27.6,20.6,23.7,76,1012.4,12.8,0.2
2015-01-08,27.9,20.7,23.7,77,1012.0,10.1,0.1
2015-01-09,27.9,20.2,23.5,78,1012.8,13.7,1.3
2015-01-10,28.1,20.9,23.8,77,1013.4,11.7,0.1
2015-01-11,28.3,21.4,24.1,79,1013.6,16.3,1.5
2015-01-12,27.7,21.7,24.0,80,1012.9,14.0,2.3
2015-01-13,28.6,21.1,24.2,76,1011.8,11.9,0.6
2015-01-14,27.3,20.1,23.5,82,1010.3,11.8,1.9
2015-01-15,27.9,20.2,24.0,83,1010.4,10.8,1.0
2015-01-16,28.0,21.6,24.3,84,1009.7,11.2,1.9
2015-01-17,28.1,21.8,24.3,80,1010.1,15.3,0.0
2015-01-18,28.3,22.2,24.5,75,1011.0,13.7,0.4
2015-01-19,29.1,20.9,24.4,75,1010.3,14.2,0.0
2015-01-20,27.5,21.0,23.8,73,1010.0,14.3,0.3
2015-01-21,28.6,20.0,23.9,74,1009.9,10.0,0.0
2015-01-22,28.7,20.6,24.1,73,1011.0,16.2,0.0
2015-01-23,28.7,20.8,24.3,72,1010.8,12.3,0.0
2015-01-24,27.9,21.0,24.1,78,1010.3,11.3,0.0
2015-01-25,28.2,21.4,24.4,80,1009.9,10.7,0.4
2015-01-26,27.6,19.4,23.7,79,1009.5,13.5,0.9
2015-01-27,28.2,21.4,24.1,82,1009.4,11.9,2.2
2015-01-28,26.9,21.2,23.5,84,1009.8,10.8,4.5
2015-01-29,26.2,20.5,22.9,79,1010.4,19.2,0.1
2015-01-30,26.9,20.4,22.8,79,1010.3,16.7,1.7
2015-01-31,27.1,20.7,22.8,83,1010.5,14.3,3.6
2015-02-01,25.5,20.9,22.7,82,1012.6,14.6,3.2
2015-02-02,28.3,20.3,23.8,75,1012.2,12.0,0.0
2015-02-03,28.1,20.8,24.0,80,1012.3,10.1,0.4
2015-02-04,28.4,21.2,24.2,77,1011.3,13.3,1.0
2015-02-05,28.4,20.5,24.0,79,1009.9,13.0,0.5
2015-02-06,27.9,20.5,24.1,79,1009.3,9.0,0.6
2015-02-07,28.1,20.2,23.4,78,1009.2,12.4,2.9
2015-02-08,27.6,20.8,23.3,79,1010.2,11.8,0.6
2015-02-09,28.0,20.3,23.5,83,1008.2,12.6,0.8
2015-02-10,28.2,21.9,24.5,80,1004.5,21.7,0.1
2015-02-11,29.8,21.9,25.1,75,1005.0,11.4,0.0
2015-02-12,27.3,21.2,24.1,67,1009.1,12.6,0.3
2015-02-13,27.9,21.0,24.0,72,1010.5,11.0,2.2
2015-02-14,28.5,21.3,24.2,80,1010.7,12.2,1.5
2015-02-15,28.4,21.5,24.4,72,1011.4,16.5,0.0
2015-02-16,27.6,21.1,23.8,64,1012.2,20.9,0.0
2015-02-17,27.5,20.8,23.7,73,1011.5,13.6,0.4
2015-02-18,29.2,19.1,23.9,80,1010.9,13.6,0.0
2015-02-19,30.1,18.9,24.5,75,1009.8,9.1,0.1
2015-02-20,27.7,21.3,23.5,81,1010.5,14.5,13.1
2015-02-21,27.1,20.1,22.9,82,1013.0,18.3,8.4
2015-02-22,28.0,21.2,23.9,80,1012.7,13.6,1.9
2015-02-23,29.4,21.1,24.4,73,1011.9,13.3,0.0
2015-02-24,28.0,20.4,24.0,76,1010.6,10.1,0.6
2015-02-25,28.0,20.0,23.7,80,1010.5,12.5,1.2
2015-02-26,27.8,19.8,23.7,80,1011.1,15.3,1.8
2015-02-27,28.7,21.1,24.3,74,1012.1,14.9,1.8
2015-02-28,28.1,21.2,24.2,77,1013.5,15.9,5.0
2015-03-01,29.5,21.5,24.5,72,1014.1,16.4,2.2
2015-03-02,27.8,20.8,23.6,75,1013.0,15.1,1.1
2015-03-03,28.1,20.5,23.4,75,1011.9,16.6,1.7
2015-03-04,27.7,20.4,23.8,70,1012.5,17.9,1.6
2015-03-05,28.4,20.5,24.0,69,1013.0,18.6,0.5
2015-03-06,28.9,20.6,24.2,72,1013.3,13.7,0.7
2015-03-07,27.5,20.5,23.8,75,1013.3,13.4,2.4
2015-03-08,27.6,21.1,23.8,71,1012.4,15.8,1.0
2015-03-09,29.7,20.8,24.4,70,1011.5,15.3,0.1
2015-03-10,29.5,21.3,24.8,73,1012.8,18.2,3.1
2015-03-11,29.8,21.1,24.6,69,1013.3,17.8,1.8
2015-03-12,28.0,21.4,24.1,73,1012.4,16.9,3.2
2015-03-13,30.2,20.1,24.3,66,1011.6,17.0,0.0
2015-03-14,27.3,21.4,23.8,78,1011.5,16.3,4.4
2015-03-15,28.7,20.8,24.2,73,1011.5,13.3,0.0
2015-03-16,28.3,20.6,24.1,74,1010.3,10.8,0.2
2015-03-17,28.0,20.4,23.8,75,1010.0,11.2,0.3
2015-03-18,28.3,20.1,24.2,74,1009.7,11.8,0.0
2015-03-19,29.7,20.9,24.7,72,1010.5,12.5,0.5
2015-03-20,27.8,21.2,24.2,76,1011.3,9.8,1.0
2015-03-21,28.9,20.6,24.5,74,1010.7,8.9,0.6
2015-03-22,29.7,20.9,25.0,68,1010.2,11.1,0.2
2015-03-23,28.7,20.5,24.6,74,1010.6,12.9,0.2
2015-03-24,28.9,21.1,24.9,77,1011.7,11.0,0.3
2015-03-25,29.5,20.9,25.0,74,1012.0,10.5,0.7
2015-03-26,29.2,21.7,25.0,73,1011.6,12.5,0.8
2015-03-27,28.2,20.7,24.6,75,1011.5,13.6,1.3
2015-03-28,29.2,22.0,25.3,72,1012.6,13.3,0.4
2015-03-29,29.0,21.3,24.9,73,1012.5,13.0,0.0
2015-03-30,28.5,21.7,24.8,73,1011.5,11.8,1.3
2015-03-31,27.7,21.2,24.0,76,1010.8,10.5,2.1
2015-04-01,28.6,20.4,24.2,74,1011.1,10.9,0.2
2015-04-02,29.6,21.2,24.5,75,1011.8,11.9,4.1
2015-04-03,28.1,21.0,24.2,74,1011.1,13.4,2.1
2015-04-04,28.4,20.8,24.2,70,1009.7,12.3,0.7
2015-04-05,29.4,20.8,24.6,69,1009.0,15.5,0.0
2015-04-06,28.9,21.0,24.1,75,1010.3,15.8,2.1
2015-04-07,28.9,21.2,24.4,76,1010.8,11.9,2.1
2015-04-08,28.6,21.3,24.5,76,1010.5,14.9,2.3
2015-04-09,29.1,21.4,25.0,72,1011.2,15.2,0.0
2015-04-10,28.9,21.6,24.8,75,1011.6,13.7,3.5
2015-04-11,29.2,22.0,25.3,73,1011.5,13.0,0.5
2015-04-12,29.1,22.0,25.1,74,1011.8,12.0,1.4
2015-04-13,29.4,21.8,25.2,72,1012.7,13.3,0.6
2015-04-14,29.1,22.0,25.3,70,1012.7,11.7,0.7
2015-04-15,29.4,21.3,25.1,72,1011.6,11.1,0.2
2015-04-16,30.5,21.6,25.5,68,1011.5,12.3,0.0
2015-04-17,30.4,21.2,25.3,68,1011.0,12.3,0.5
2015-04-18,29.2,21.3,25.1,74,1010.4,13.2,0.5
2015-04-19,29.4,21.6,25.4,79,1009.7,13.8,0.7
2015-04-20,30.4,21.5,25.8,78,1009.6,13.8,0.4
2015-04-21,29.2,23.0,25.8,76,1010.3,12.9,1.1
2015-04-22,29.1,21.5,25.3,75,1009.4,13.2,0.4
2015-04-23,29.8,21.8,25.4,74,1008.8,14.1,0.5
2015-04-24,29.5,22.4,25.7,77,1008.4,14.2,0.4
2015-04-25,30.1,22.0,25.8,75,1008.3,13.5,0.0
2015-04-26,30.8,22.2,26.4,74,1007.6,17.1,0.0
2015-04-27,30.3,23.8,26.9,76,1006.8,16.1,0.0
2015-04-28,30.4,23.7,26.8,76,1006.6,16.2,0.0
2015-04-29,30.7,23.4,26.7,74,1006.6,16.5,0.0
2015-04-30,30.7,23.2,26.5,75,1007.5,18.6,0.0
2015-05-01,30.1,22.3,26.1,73,1008.4,17.4,0.0
2015-05-02,30.4,22.7,26.2,73,1007.6,15.0,0.0
2015-05-03,30.1,22.5,26.2,71,1008.7,13.5,0.2
2015-05-04,30.1,21.2,25.7,75,1010.9,17.6,1.7
2015-05-05,30.8,21.3,26.0,76,1012.1,14.9,0.0
2015-05-06,29.8,22.4,25.8,75,1011.5,16.6,1.7
2015-05-07,29.9,22.1,26.0,72,1010.9,15.3,0.3
2015-05-08,30.1,23.0,26.2,71,1011.5,16.3,0.3
2015-05-09,30.5,20.9,25.7,71,1011.8,15.1,0.0
2015-05-10,29.4,22.7,26.0,72,1011.7,16.8,2.4
2015-05-11,29.1,22.8,25.8,75,1012.0,15.5,1.4
2015-05-12,30.4,22.9,26.2,72,1012.2,13.2,0.2
2015-05-13,30.5,22.8,26.4,70,1011.6,15.7,0.0
2015-05-14,31.4,22.7,26.4,69,1011.4,12.6,0.1
2015-05-15,31.9,22.4,26.5,65,1011.2,14.8,0.0
2015-05-16,29.6,22.4,25.8,69,1011.9,11.7,1.3
2015-05-17,30.6,23.0,25.9,74,1012.3,11.7,1.8
2015-05-18,29.4,22.5,25.9,73,1011.8,12.0,1.2
2015-05-19,29.5,22.9,25.8,75,1010.4,11.2,1.9
2015-05-20,31.3,23.1,26.7,72,1009.6,12.7,0.6
2015-05-21,29.5,23.6,26.5,76,1010.2,9.4,1.4
2015-05-22,30.5,23.3,26.6,77,1012.3,12.6,0.3
2015-05-23,31.0,23.5,26.6,76,1013.1,11.7,1.1
2015-05-24,30.9,23.0,26.5,73,1012.1,14.1,2.2
2015-05-25,30.4,22.5,26.3,72,1011.9,13.3,0.3
2015-05-26,30.3,22.4,25.9,70,1010.9,12.8,0.6
2015-05-27,29.7,21.7,25.6,72,1009.0,10.5,1.2
2015-05-28,29.9,22.5,25.8,72,1008.7,10.0,0.5
2015-05-29,30.5,22.5,26.1,75,1009.2,13.0,1.7
2015-05-30,29.0,22.7,25.6,81,1009.4,7.7,1.7
2015-05-31,26.9,22.9,25.1,86,1010.4,9.9,7.8
2015-06-01,29.9,22.6,25.8,79,1010.8,10.2,1.4
2015-06-02,29.8,23.0,26.2,78,1009.3,12.7,0.3
2015-06-03,29.5,22.9,26.2,79,1008.4,15.6,0.9
2015-06-04,30.1,23.1,26.5,78,1009.0,14.6,1.0
2015-06-05,30.8,23.9,27.1,73,1009.2,13.4,0.0
2015-06-06,29.9,23.5,26.4,79,1008.4,15.9,1.9
2015-06-07,30.3,24.3,27.0,77,1009.3,14.5,0.8
2015-06-08,30.5,23.8,26.8,77,1010.7,13.8,0.6
2015-06-09,31.3,23.5,27.1,74,1010.0,12.5,0.1
2015-06-10,31.1,23.6,26.8,77,1009.9,10.2,1.4
2015-06-11,30.4,23.1,26.2,76,1011.1,12.6,3.2
2015-06-12,31.0,22.8,26.6,76,1011.7,12.7,1.9
2015-06-13,30.4,23.6,26.8,75,1011.4,16.1,1.0
2015-06-14,31.0,22.9,26.5,76,1011.0,12.1,0.7
2015-06-15,31.4,22.9,26.8,75,1011.4,12.9,0.0
2015-06-16,31.9,23.4,27.4,71,1011.4,12.9,0.0
2015-06-17,32.3,24.2,27.2,73,1011.4,14.8,4.3
2015-06-18,29.9,24.4,26.8,79,1011.7,9.8,2.1
2015-06-19,31.1,24.3,27.2,77,1011.6,11.5,0.6
2015-06-20,30.6,23.9,26.7,77,1011.8,11.2,1.2
2015-06-21,30.5,23.1,26.3,76,1012.2,14.8,1.3
2015-06-22,31.3,23.1,26.4,73,1012.7,15.1,3.4
2015-06-23,29.8,22.6,25.4,81,1013.7,14.8,6.7
2015-06-24,30.3,23.0,26.3,76,1013.7,17.3,2.2
2015-06-25,30.8,22.6,26.5,74,1013.6,13.0,0.0
2015-06-26,30.2,23.1,26.4,74,1013.5,14.6,1.4
2015-06-27,29.4,23.2,26.2,80,1013.2,15.2,4.2
2015-06-28,30.4,23.1,26.7,80,1013.3,15.2,3.4
2015-06-29,31.5,23.4,27.2,75,1013.5,13.2,0.3
2015-06-30,30.9,23.5,26.7,74,1013.3,13.9,3.3
2015-07-01,30.7,23.5,26.5,75,1012.9,13.7,1.8
2015-07-02,30.6,24.6,27.1,76,1012.1,13.6,0.9
2015-07-03,31.5,24.4,27.3,73,1011.7,15.5,1.0
2015-07-04,31.8,24.3,27.5,73,1011.9,14.5,3.0
2015-07-05,32.7,24.6,27.8,68,1012.9,15.8,0.3
2015-07-06,31.3,23.9,26.8,76,1012.3,15.3,3.8
2015-07-07,30.9,23.3,27.0,74,1012.0,13.7,0.4
2015-07-08,32.8,23.9,27.7,69,1011.9,12.4,0.0
2015-07-09,31.8,23.9,27.3,71,1011.2,13.2,0.5
2015-07-10,31.3,23.6,27.0,71,1011.2,11.2,0.4
2015-07-11,30.3,22.9,26.4,74,1011.4,13.7,0.5
2015-07-12,29.1,23.4,25.4,79,1011.9,12.0,5.5
2015-07-13,30.0,22.8,26.1,74,1011.3,13.8,0.3
2015-07-14,30.4,23.3,26.6,75,1011.1,12.5,1.2
2015-07-15,30.4,23.8,26.6,77,1011.5,14.2,1.4
2015-07-16,31.5,23.8,26.8,76,1011.5,14.8,2.4
2015-07-17,30.8,23.4,26.5,78,1011.7,13.8,1.9
2015-07-18,31.9,23.2,27.1,72,1011.4,10.1,0.2
2015-07-19,29.9,23.3,26.4,74,1011.2,10.1,1.1
2015-07-20,30.9,23.3,26.6,73,1010.9,10.2,1.1
2015-07-21,32.2,23.0,27.1,73,1010.4,13.0,0.5
2015-07-22,30.9,23.8,27.1,76,1010.7,13.1,0.8
2015-07-23,30.8,23.8,27.1,79,1012.2,12.7,0.5
2015-07-24,31.3,23.6,27.4,78,1012.6,12.0,0.0
2015-07-25,31.5,22.7,27.1,76,1010.9,12.9,0.1
2015-07-26,30.8,22.4,26.8,77,1010.7,17.2,0.9
2015-07-27,32.1,22.8,27.3,73,1011.3,11.8,0.7
2015-07-28,32.8,24.3,27.8,72,1010.8,16.2,0.3
2015-07-29,32.7,24.5,28.1,71,1010.7,12.0,0.0
2015-07-30,32.5,24.2,27.8,70,1011.2,14.1,0.2
2015-07-31,32.1,24.0,27.8,70,1011.0,15.5,0.0
2015-08-01,32.5,24.8,27.9,68,1010.4,15.3,0.6
2015-08-02,32.0,23.6,27.3,69,1009.3,12.7,0.6
2015-08-03,30.5,23.3,26.8,78,1009.6,15.3,2.2
2015-08-04,32.5,24.9,27.9,73,1011.5,13.3,1.3
2015-08-05,31.3,23.8,27.2,72,1010.9,14.1,0.7
2015-08-06,31.7,24.1,27.5,70,1009.1,11.5,0.2
2015-08-07,31.3,23.9,27.1,74,1008.2,11.6,1.0
2015-08-08,32.5,23.9,27.6,72,1008.6,12.0,0.7
2015-08-09,31.2,24.0,26.9,77,1009.3,14.2,2.3
2015-08-10,31.1,22.7,26.9,73,1009.3,13.2,0.3
2015-08-11,31.9,23.0,27.2,70,1010.3,11.4,1.2
2015-08-12,32.4,24.2,27.6,71,1009.9,15.0,0.2
2015-08-13,31.9,24.4,27.6,72,1009.4,12.8,0.2
2015-08-14,31.2,23.5,27.1,73,1010.1,11.9,0.0
2015-08-15,32.5,24.3,27.8,70,1009.7,10.2,0.0
2015-08-16,30.4,24.2,26.4,80,1010.1,11.5,5.1
2015-08-17,30.1,23.6,26.5,77,1010.4,11.9,0.0
2015-08-18,31.2,23.5,26.9,73,1010.4,11.3,1.0
2015-08-19,32.1,23.5,27.3,73,1010.1,14.0,0.1
2015-08-20,32.9,24.3,27.8,73,1009.0,13.0,0.0
2015-08-21,32.3,23.5,27.5,76,1008.6,12.4,0.0
2015-08-22,32.3,24.7,27.9,75,1008.1,11.9,0.4
2015-08-23,31.4,24.3,27.5,75,1007.6,12.0,0.7
2015-08-24,32.5,23.0,27.6,72,1007.4,10.7,0.0
2015-08-25,32.9,25.1,28.1,73,1007.5,14.2,2.0
2015-08-26,32.6,23.4,27.4,79,1008.6,10.1,7.1
2015-08-27,32.4,25.1,28.3,72,1007.8,19.6,0.8
2015-08-28,27.2,24.2,25.5,87,1006.7,30.8,79.6
2015-08-29,28.6,23.7,25.5,90,1010.2,11.4,9.8
2015-08-30,28.8,23.9,26.1,85,1010.2,12.1,2.3
2015-08-31,31.0,24.4,27.2,81,1010.7,9.9,0.2
2015-09-01,31.5,24.3,27.2,81,1010.6,10.7,2.9
2015-09-02,30.2,23.7,26.4,84,1010.0,10.4,1.3
2015-09-03,30.5,22.9,26.5,84,1008.6,11.2,0.3
2015-09-04,30.8,24.0,27.0,81,1008.9,10.5,0.0
2015-09-05,31.0,23.2,27.2,80,1008.7,9.9,0.4
2015-09-06,30.0,23.4,26.8,82,1008.9,11.5,1.8
2015-09-07,31.4,23.2,27.0,78,1009.4,10.2,0.7
2015-09-08,30.4,23.5,26.9,78,1009.2,10.1,2.0
2015-09-09,32.0,23.8,27.4,75,1008.1,10.5,0.1
2015-09-10,31.2,23.9,27.3,77,1008.3,9.9,0.1
2015-09-11,32.1,24.2,27.7,76,1009.1,11.9,1.3
2015-09-12,29.7,23.6,26.0,84,1009.3,13.7,9.7
2015-09-13,27.6,23.0,24.6,90,1010.1,9.4,16.7
2015-09-14,30.5,23.2,26.6,80,1010.3,10.2,1.0
2015-09-15,31.3,23.7,26.9,77,1009.8,13.5,0.4
2015-09-16,28.5,23.9,25.2,89,1009.2,10.7,8.0
2015-09-17,29.1,23.3,25.7,87,1007.3,8.7,2.2
2015-09-18,30.0,23.5,26.5,83,1006.2,11.4,0.4
2015-09-19,30.3,23.0,26.9,80,1006.7,9.9,0.0
2015-09-20,31.1,23.1,27.0,79,1006.8,9.3,0.2
2015-09-21,30.1,23.5,26.7,81,1006.2,9.9,0.9
2015-09-22,30.1,23.3,26.6,81,1006.2,11.2,1.3
2015-09-23,30.3,23.3,26.5,82,1006.1,11.5,1.4
2015-09-24,29.7,23.7,26.2,85,1006.3,11.3,5.4
2015-09-25,30.0,23.5,26.5,84,1006.9,11.3,0.2
2015-09-26,30.7,24.0,27.2,82,1006.8,9.9,0.0
2015-09-27,30.0,24.6,27.0,84,1007.3,12.1,2.3
2015-09-28,29.8,24.3,27.0,80,1006.3,11.8,1.6
2015-09-29,30.8,24.2,27.1,78,1004.6,11.6,0.0
2015-09-30,30.0,24.3,27.0,79,1003.0,16.1,0.4
2015-10-01,29.8,25.2,27.1,76,1000.9,23.4,0.0
2015-10-02,30.1,26.0,27.5,71,1000.7,24.1,0.0
2015-10-03,31.2,25.6,27.8,74,1002.1,21.6,0.0
2015-10-04,31.9,25.6,28.0,79,1005.2,16.8,0.6
2015-10-05,31.3,26.1,28.1,78,1008.1,13.7,0.0
2015-10-06,31.2,25.7,27.9,76,1009.2,12.2,0.0
2015-10-07,32.0,23.0,27.5,76,1008.6,11.0,0.0
2015-10-08,32.6,24.3,27.7,75,1008.4,11.4,0.3
2015-10-09,30.7,23.5,26.2,82,1009.2,11.9,6.2
2015-10-10,30.3,23.4,26.4,81,1008.8,10.2,0.0
2015-10-11,30.7,22.9,26.6,81,1008.0,12.1,1.6
2015-10-12,30.7,23.5,26.8,81,1008.6,12.4,0.9
2015-10-13,31.5,23.7,27.1,79,1008.8,10.2,3.2
2015-10-14,30.5,23.8,26.9,79,1008.9,12.3,2.5
2015-10-15,30.4,23.8,26.8,81,1008.4,10.6,0.9
2015-10-16,31.0,23.8,26.6,80,1007.7,10.6,1.2
2015-10-17,30.3,23.7,26.7,81,1008.1,10.9,1.4
2015-10-18,31.1,24.3,27.1,80,1008.0,10.7,0.8
2015-10-19,30.2,24.7,27.1,81,1008.0,9.6,0.4
2015-10-20,29.5,23.5,26.2,83,1007.8,9.3,1.2
2015-10-21,30.4,23.2,26.5,80,1008.0,10.5,1.3
2015-10-22,30.9,22.7,26.5,79,1007.1,11.9,1.3
2015-10-23,31.1,22.9,26.4,76,1006.1,8.7,0.5
2015-10-24,30.6,23.1,25.9,74,1006.4,10.9,1.1
2015-10-25,29.8,22.5,25.4,75,1007.3,12.2,3.5
2015-10-26,29.7,21.6,24.6,81,1008.3,13.3,2.1
2015-10-27,28.3,22.1,24.5,87,1009.3,10.5,17.7
2015-10-28,30.6,22.1,26.0,80,1009.3,8.2,0.0
2015-10-29,30.3,23.5,26.3,82,1008.5,9.0,1.3
2015-10-30,30.2,23.4,26.4,80,1008.0,8.4,0.3
2015-10-31,30.0,23.7,26.4,79,1008.4,11.9,1.8
2015-11-01,26.9,23.1,24.3,87,1008.4,12.9,5.6
2015-11-02,29.7,22.5,25.4,82,1007.9,12.3,0.6
2015-11-03,28.2,23.4,25.0,87,1008.4,13.5,12.4
2015-11-04,29.7,22.9,25.6,84,1008.9,12.9,3.2
2015-11-05,29.9,23.2,25.6,82,1009.2,13.0,2.0
2015-11-06,29.6,23.0,25.4,80,1009.9,13.0,1.0
2015-11-07,29.0,22.9,24.8,85,1009.4,13.9,6.9
2015-11-08,27.6,22.2,23.9,92,1009.4,13.0,14.8
2015-11-09,29.1,22.6,25.2,86,1010.4,10.9,3.0
2015-11-10,28.9,22.9,25.2,86,1010.7,9.4,3.3
2015-11-11,29.0,22.6,25.4,83,1009.4,9.4,1.1
2015-11-12,28.9,22.4,25.4,84,1008.6,10.4,0.6
2015-11-13,28.6,22.6,25.4,81,1008.0,11.3,0.4
2015-11-14,29.1,22.8,25.5,80,1009.3,10.1,2.6
2015-11-15,29.6,22.6,25.5,79,1010.2,13.5,1.3
2015-11-16,28.9,22.3,25.0,80,1009.1,12.9,4.0
2015-11-17,28.2,22.2,24.6,84,1007.8,10.5,4.4
2015-11-18,28.1,23.0,25.0,83,1007.8,12.0,2.2
2015-11-19,27.5,22.6,24.5,84,1008.1,14.1,2.0
2015-11-20,27.9,21.8,24.4,76,1007.3,17.8,1.0
2015-11-21,27.8,19.9,23.6,67,1007.6,14.5,0.0
2015-11-22,27.7,19.6,23.6,78,1008.2,9.8,0.3
2015-11-23,29.5,20.0,24.6,77,1007.7,7.9,0.0
2015-11-24,29.3,20.7,24.7,77,1007.2,11.5,0.0
2015-11-25,29.2,21.3,25.0,75,1008.2,10.5,0.0
2015-11-26,28.3,22.3,24.5,78,1008.9,13.8,0.8
2015-11-27,28.4,21.5,24.3,81,1007.3,12.3,3.3
2015-11-28,27.0,20.6,23.5,85,1007.2,10.1,0.9
2015-11-29,26.1,20.9,23.2,84,1007.5,12.6,7.4
2015-11-30,26.3,21.4,23.4,87,1007.0,8.0,2.9
2015-12-01,28.6,21.4,24.7,85,1008.4,10.1,1.9
2015-12-02,29.0,22.3,25.4,84,1009.8,13.8,0.0
2015-12-03,28.4,22.5,25.2,85,1011.4,13.4,1.5
2015-12-04,28.9,22.3,25.1,83,1012.2,11.8,0.3
2015-12-05,28.1,22.6,24.7,85,1012.8,9.7,1.3
2015-12-06,28.2,21.9,24.6,81,1012.0,14.4,2.3
2015-12-07,27.5,21.8,24.1,85,1009.7,11.9,2.9
2015-12-08,28.0,21.1,24.4,82,1009.4,11.7,0.0
2015-12-09,28.2,21.8,24.7,84,1009.6,12.8,2.0
2015-12-10,27.5,22.7,24.8,81,1009.5,14.6,1.5
2015-12-11,27.9,22.0,24.8,80,1010.0,10.5,2.4
2015-12-12,27.9,21.4,24.3,84,1009.9,9.9,0.0
2015-12-13,28.2,20.6,24.2,80,1009.4,11.6,0.3
2015-12-14,27.9,21.4,24.2,81,1008.6,10.0,0.8
2015-12-15,27.9,21.2,24.1,82,1007.6,12.5,0.8
2015-12-16,27.1,21.6,23.8,84,1008.1,8.4,1.8
2015-12-17,26.4,21.6,23.5,87,1009.1,9.3,8.3
2015-12-18,27.9,21.1,23.9,83,1010.5,10.5,1.2
2015-12-19,28.4,20.2,24.0,79,1012.1,9.5,0.0
2015-12-20,27.0,21.5,23.5,85,1012.9,11.9,3.9
2015-12-21,27.3,21.6,23.9,84,1013.0,11.7,1.5
2015-12-22,29.2,21.1,24.5,79,1012.3,13.5,0.5
2015-12-23,28.5,21.7,24.6,79,1012.2,15.0,0.5
2015-12-24,29.2,22.0,24.9,77,1013.2,12.8,0.3
2015-12-25,28.0,22.2,24.7,79,1014.0,14.8,1.8
2015-12-26,28.3,21.9,24.5,78,1012.7,15.6,1.2
2015-12-27,28.3,22.3,24.5,78,1010.5,17.1,2.5
2015-12-28,28.1,21.2,24.3,80,1010.6,12.8,1.3
2015-12-29,28.0,21.8,24.5,82,1013.7,11.9,1.5
2015-12-30,29.4,21.3,24.7,77,1014.8,14.2,1.5
2015-12-31,28.4,21.4,24.2,78,1013.2,14.0,1.9
2016-01-01,27.9,21.3,24.0,80,1011.9,11.9,3.0
2016-01-02,27.4,20.6,23.6,80,1011.3,9.8,0.5
2016-01-03,27.6,19.3,23.4,80,1010.5,10.9,1.4
2016-01-04,26.6,19.3,23.0,82,1009.5,11.1,0.6
2016-01-05,27.5,19.5,23.7,83,1010.4,9.3,0.8
2016-01-06,26.5,20.4,23.4,84,1010.8,10.0,0.3
2016-01-07,27.2,22.0,24.1,85,1009.6,8.9,0.9
2016-01-08,28.2,20.5,24.2,82,1008.8,6.3,0.2
2016-01-09,28.9,21.3,24.5,76,1008.5,9.9,0.0
2016-01-10,29.1,20.3,24.0,73,1009.7,12.2,0.0
2016-01-11,28.7,19.8,23.7,74,1010.8,12.9,0.0
2016-01-12,29.2,20.4,24.0,73,1010.9,11.7,0.0
2016-01-13,28.4,20.6,24.0,76,1010.6,11.0,0.6
2016-01-14,27.9,21.1,24.0,76,1010.7,9.8,0.1
2016-01-15,27.4,21.0,24.0,74,1009.4,11.1,0.0
2016-01-16,28.4,20.2,24.2,75,1008.9,11.6,0.0
2016-01-17,28.1,20.9,24.2,78,1009.2,14.6,1.2
2016-01-18,29.5,19.3,24.2,75,1009.8,9.1,0.0
2016-01-19,30.2,19.8,24.2,68,1011.4,14.2,0.0
2016-01-20,29.3,20.4,24.3,72,1010.9,16.1,0.0
2016-01-21,26.9,21.9,23.9,79,1010.9,12.5,1.4
2016-01-22,27.9,20.7,23.9,80,1010.1,13.8,0.8
2016-01-23,28.1,21.6,24.5,77,1009.0,16.4,1.1
2016-01-24,28.5,21.8,24.4,77,1009.4,17.7,0.7
2016-01-25,26.3,21.6,23.2,79,1013.8,18.2,0.4
2016-01-26,27.3,21.2,23.7,78,1014.3,18.1,3.1
2016-01-27,27.3,20.8,23.7,81,1012.3,15.3,2.9
2016-01-28,27.4,21.2,24.1,77,1011.3,15.7,3.5
2016-01-29,28.2,21.5,24.5,75,1010.4,9.4,1.1
2016-01-30,28.8,19.2,23.8,77,1011.4,9.6,0.7
2016-01-31,28.0,21.7,24.3,76,1011.8,9.9,0.0
2016-02-01,27.8,20.6,23.7,79,1010.8,11.5,1.0
2016-02-02,28.0,20.4,23.9,77,1010.2,12.2,0.3
2016-02-03,28.9,21.2,24.2,73,1010.4,16.8,0.8
2016-02-04,27.6,20.7,23.2,71,1009.8,19.1,1.4
2016-02-05,28.8,19.1,23.6,63,1009.4,13.3,0.0
2016-02-06,27.3,19.0,23.4,78,1010.6,12.1,1.0
2016-02-07,27.4,20.1,23.7,84,1010.4,13.1,1.3
2016-02-08,28.6,21.7,24.8,79,1010.5,12.2,0.3
2016-02-09,29.0,20.7,24.4,81,1011.7,11.7,0.4
2016-02-10,29.7,20.1,24.8,77,1012.6,9.8,0.0
2016-02-11,28.0,22.2,24.1,80,1012.7,13.1,2.5
2016-02-12,29.1,20.9,24.2,76,1012.7,13.9,0.6
2016-02-13,28.8,20.5,24.2,74,1010.7,10.0,0.0
